Nation,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Iran (Islamic Republic of),0.5672761838744292,0.5686716521295044,0.5534391355351268,0.5524608580357832,0.5386400278402736,0.5890333781168833,0.6115673563509105,0.5923990040355113,0.5473886483297399,0.5532907436229382,0.5619041626503912,0.5857195525820942,0.5725835683921549,0.5768693805210913
France,0.5849431155988238,0.5724113633485143,0.5617909992563356,0.5617250516017038,0.5432146412991508,0.572768385766813,0.5915442345387059,0.5621922150520913,0.5462073522956639,0.5523466052520197,0.555715724275823,0.6059667332694347,0.5966641358957077,0.5999012501739852
Madagascar,0.5105801255462723,0.5191920214829612,0.5090815160090224,0.514903415919107,0.49600036677866216,0.5238811128123507,0.5461347077652813,0.5083698935770953,0.4765299749847432,0.4916621457270516,0.4924223025784778,0.4976717225912849,0.49611368050075494,0.4997615282239748
Namibia,0.45922611070947694,0.4526353703738751,0.4545359137828045,0.4649238385556601,0.4637577838972558,0.505773721832087,0.543100819097033,0.5033261348327631,0.4298363751542389,0.43681607282091534,0.4417687753900221,0.4537881692709632,0.4465479596687663,0.449061160200164
Belgium,0.5618072274563273,0.5554347123368611,0.5555378521144426,0.5547700882925215,0.5383706353225478,0.565286486838819,0.5868754955928398,0.5642715092059736,0.5442658066319577,0.5497284430776562,0.5530566337833028,0.571328799241306,0.5727282117726579,0.5755009604090147
Cuba,0.5060564212271571,0.6106130018244131,0.5971879351078707,0.615848073309626,0.6384966700317143,0.6491284873186437,0.6637335722878083,0.6261378796378051,0.6045093526589236,0.6112143733708609,0.5892368898910314,0.5892895136937983,0.5755732666530772,0.5781004463425689
Ukraine,0.5802599527429101,0.5702023413362842,0.5650316117217061,0.5690274820510323,0.5481476159312818,0.5771664248530144,0.5981300532383436,0.5770605444114982,0.5540455809900058,0.5619858034688032,0.5531806075025821,0.5654488766473137,0.5876883689068574,0.5887312159405641
Russian Federation,0.5511083550702169,0.539673802594491,0.5327570189558578,0.5484883772403575,0.5250119464380615,0.5566434054245093,0.5748748882116063,0.5485240972205364,0.5299794827833384,0.5417127148088116,0.5452201751293169,0.5663883181304891,0.5638934669659728,0.5667123450776559
Bulgaria,0.6046012929298814,0.5665227002226916,0.5037986680161038,0.5231905338331984,0.5392523611801409,0.5781244937629492,0.6099247061066502,0.591578466604374,0.5648136134335485,0.5654767745259179,0.5622671627426534,0.5549024284207715,0.545133420686286,0.548965452862738
Cameroon,0.5035895962951397,0.493791884661024,0.4312629663203199,0.4415647692106595,0.4256875417243418,0.45603985777870143,0.48249575294047237,0.45437176006761515,0.42946614744267697,0.442217032567914,0.4455862932339764,0.471398247594887,0.47351364230369564,0.47612621648196574
Cyprus,0.4540748561068263,0.44113095991349016,0.4439872912706216,0.47251638245810684,0.43957667969945885,0.5031244387113099,0.5400801639997995,0.5045648742120471,0.4622043795411465,0.4846488913230859,0.448451043638902,0.536398376465102,0.5340847786841726,0.5369936146497669
Spain,0.5678572889375043,0.5572228795512276,0.5463894439259556,0.548212980749238,0.528506295579694,0.5623577503888075,0.5757959855884051,0.5505826897815695,0.5379906555973258,0.5562076942387878,0.5503533379912562,0.5725527221713305,0.5611097537746119,0.5639532230428982
Bangladesh,0.47374118148798733,0.46049449234920903,0.4209822794016606,0.4407755911705639,0.4087997137781777,0.4816959483399353,0.5077111174612468,0.4871798844212907,0.45908079982563954,0.46611616237950326,0.4654744601359272,0.4907983451832639,0.48857175827029614,0.47831073175959277
"China, Macao Special Administrative Region",0.5342030685084055,0.5215937288240184,0.5246522485561115,0.5286299670164302,0.5219387593477309,0.5492266465441435,0.5619232009615741,0.5186849066965851,0.5047944911811632,0.5286004411561781,0.5295064113904668,0.548493558491411,0.5473380249101258,0.5466257097824261
Philippines,0.5336858609783417,0.5184691280040588,0.4825783176177367,0.49092496425461174,0.46010008229793664,0.5035144532034213,0.5278863325208807,0.5007544772327102,0.4778487266717451,0.4872825421312457,0.4897470457976275,0.5242993397795265,0.5163263685101618,0.5199334233298809
Mongolia,0.5228054555533549,0.5132845602426092,0.4991339645037682,0.5065923117330269,0.4689542811333015,0.5036314071261201,0.5447871405542328,0.5146347418127659,0.4856895670572168,0.49300076947008964,0.4952660607898337,0.5139520805372546,0.5141892361261561,0.5178004993851009
Turkey,0.5357069863437519,0.5279585543304809,0.5198470612809082,0.5194332092639279,0.4994971287531489,0.5361424561666521,0.5596668956382794,0.5331422210251424,0.5150279325253876,0.52262750133588,0.5251585434533136,0.5468853025775263,0.5368017683293265,0.5397614610283684
Norway,0.5885271874694237,0.5676318754282994,0.5550324374699355,0.5530813389422244,0.530704825301178,0.5587605011283382,0.5818073720494217,0.5674532235333392,0.5722561262462417,0.5713067908293812,0.6127389460613731,0.6469167423315322,0.6346391936872673,0.6383062780894794
Cambodia,0.4631187586097929,0.4309263498747214,0.41951918686273326,0.41785636594227316,0.3922176860603518,0.4269858402620203,0.45977008611760445,0.42711930827769734,0.39299401118180827,0.4185900999609439,0.42209501801501415,0.4542253969651643,0.4525003903531663,0.46952535433906195
Malaysia,0.5440518489312051,0.5101533653452991,0.5065177398712303,0.5187965247422526,0.5604950090653994,0.5974895089825669,0.5736288340064613,0.5534462483212973,0.5369637237823279,0.5398318068670949,0.5321151403649419,0.5537920110848772,0.5536924387057685,0.5338955967506905
Republic of Korea,0.5846269766776507,0.5732770935863566,0.5605388865146337,0.5580176268585547,0.5377473075075331,0.5703387866082607,0.5887755919830373,0.5639441715630489,0.5441039158444703,0.5389832982329662,0.5420761985706599,0.5646474519584945,0.5580053163494136,0.5615236460956671
Argentina,0.5036014746741638,0.4922198867839043,0.48339180628268186,0.4944672506345024,0.4688886592627277,0.5005999153808717,0.5279746879609593,0.4953520257942721,0.46894544553157463,0.4826858791356523,0.4894635143500206,0.5162869488267436,0.5105138444579483,0.512773889243296
Mexico,0.5541896557786351,0.5454608007675612,0.534771890256017,0.5379415260174335,0.517537444150138,0.5498460617610178,0.571862177780824,0.5529427366047766,0.5389183400244387,0.5400762065101808,0.5390305405884778,0.5579591741558797,0.5506110281904159,0.5537815806782139
Saudi Arabia,0.5446768299413335,0.5231174283387235,0.5103178940228813,0.5153138326094034,0.5231765522001129,0.5476840480762117,0.5660794765410215,0.5476594900817208,0.5324718852717124,0.5193966302505227,0.5234205458319352,0.5454807340688271,0.5415533115311808,0.5443418067795268
Israel,0.5588408957797059,0.5497750406343936,0.5358451386889117,0.5422718115823886,0.5247535029323526,0.5517978227063383,0.5796245976271537,0.5550264327800104,0.5326871083870087,0.5377872724515583,0.5367951430254486,0.5586044750637422,0.5509436140717507,0.5539549036354217
Thailand,0.5426526273496888,0.5327123384005393,0.5190103171119437,0.5222121176785655,0.49549318965589045,0.5307779142839416,0.5523964383323143,0.5232980707993591,0.49894686141481476,0.5050524334729735,0.5065820885566127,0.5302909114090214,0.5226717850336825,0.5253004031562144
Chile,0.5420102448965741,0.5367770312211402,0.5184872324603303,0.5226063251567725,0.5070704462122416,0.5352598966579463,0.5587982694907931,0.5361672382749274,0.5172738921074015,0.5251909249713154,0.5312654097793261,0.5548431253653306,0.5580435897989857,0.5612155797706141
Morocco,0.5283613862460946,0.529203252594888,0.5386545748255981,0.5435538318853105,0.5222213985799489,0.5560432649377542,0.5774116067359192,0.5547208885501101,0.5366294381396103,0.5175541896998062,0.5222947578770069,0.5137136210348591,0.5104284596829815,0.5141569267983762
Mozambique,0.5094340636085739,0.4908663630093851,0.49070814313352357,0.48983019773028796,0.47230394674192927,0.5045832180351449,0.5232111599406386,0.49702919688351455,0.47724279990548646,0.499843072200884,0.509605522851184,0.5289301311487206,0.5396728932583266,0.5425168137959319
Netherlands,0.5898912291493157,0.5815843958268885,0.5676955612707557,0.5702515638947522,0.5437067222811993,0.5743879805849594,0.5882967728248606,0.568162817027258,0.5468535047729101,0.571888814839302,0.5819700508949479,0.6056471337815844,0.5979565295474611,0.602030827592773
Azerbaijan,0.5103063032771407,0.4978828033643181,0.48430940635747083,0.49095015578425033,0.4653138930108009,0.5017428022093453,0.5254616903259492,0.4959517290401127,0.46794379466957176,0.493715361203622,0.4959740862130255,0.5201260797160382,0.4905394286969158,0.4986842520890327
Croatia,0.5239394098252075,0.5221695345768332,0.5218212846257778,0.525124021733834,0.48941360128155265,0.5293091018977069,0.5614828075330165,0.5351733982813747,0.5102127336833008,0.5173177406208549,0.5194247545954039,0.5456302967751485,0.5376587708180561,0.5407221249764116
Niger,0.477676983285235,0.4521104913027431,0.4542172220099721,0.47894133669064504,0.41763340212355815,0.4628990800553973,0.48241492381932627,0.44030570711778766,0.40081128771491425,0.3974979760199261,0.4127984224225461,0.43816217842850197,0.4200619769157442,0.4227674202951159
India,0.507732217778297,0.49450961535246024,0.48208771754304847,0.4978361682410297,0.4744951749453524,0.5145594698096809,0.5433089931584595,0.52461142926893,0.5021278442076232,0.5061756389290978,0.5155488545836063,0.5377188331573454,0.530380812934898,0.5333892382182356
Finland,0.5807359351237213,0.5701725609909588,0.5555865347920462,0.5697822405044776,0.5603956792288187,0.5869590135514403,0.6074676650448636,0.592606673739389,0.5743099701252653,0.5796469161581851,0.5833653775498856,0.5953130733636687,0.5894664891912063,0.5925447144961865
Uzbekistan,0.5137731051925709,0.5072821831630416,0.48856486643994207,0.5017572348541595,0.47725497284759044,0.5138368183104456,0.5376340845077354,0.5043928526892606,0.47775051993383677,0.48708004279706596,0.5022913946709059,0.5229983243011594,0.526322001484622,0.535653613105897
Jordan,0.5583737540963547,0.5566397123349419,0.5462480058530639,0.5485620461167893,0.5282773330944847,0.5582257499053036,0.5770907256247308,0.5537657965511813,0.535606857757556,0.5449446355983285,0.5360081459078073,0.5514064891154209,0.5404373110467776,0.5441310975556491
Egypt,0.5461871131785213,0.5348600820131714,0.5205910913232835,0.5251017671290983,0.507022813820894,0.5355247542574405,0.5580858217241099,0.5342412474365099,0.5152393685014586,0.5210132640166254,0.5033020892984215,0.5251101748149172,0.521072464779144,0.5237615004657546
Luxembourg,0.3762808665118857,0.3622259763929684,0.38106822415167607,0.40006933020201335,0.4429075242237608,0.48523025322090696,0.5358628328967443,0.4887380138202894,0.43275064968867755,0.43537697886989096,0.43379924942421644,0.46816856403383367,0.5242418506628302,0.5267454602768695
Palestine,0.5431532262455442,0.5234476359965041,0.5105776370652819,0.5130727892190875,0.4856059246722943,0.5183753405455541,0.5423097744999124,0.5067169680488627,0.47331741565679003,0.48378761886315946,0.482398485648629,0.5090560651610212,0.504838082144381,0.500316175408124
Belarus,0.5484214542362517,0.5388296465595901,0.52677046181558,0.547651730207141,0.5349302049144778,0.5649142282707799,0.5807182298570062,0.5563318083352542,0.5344458285084224,0.5591349176354264,0.5571727635372985,0.582891756158593,0.5711194811155188,0.5743900216656146
Tunisia,0.5327026034414567,0.5202296948368197,0.5073790115581684,0.5121123579081671,0.48624881246846485,0.5222517672869463,0.5843913050955876,0.5500494263526101,0.5247840570740409,0.5184427825814163,0.5127967846578255,0.5351049650175048,0.5231305695345231,0.5248954671476119
Burkina Faso,0.4873363615525262,0.45570263742758255,0.4167940024578873,0.4230041599677491,0.3813784741499489,0.43190234332697064,0.4549495959688969,0.42359811852503537,0.36937027134318734,0.3935857163048503,0.41641620941853275,0.4513479077249897,0.47758700741968396,0.480128853636961
Armenia,0.5555967473199688,0.544864922957768,0.5201251875661409,0.5297648370276713,0.4992664062183822,0.5331559071613438,0.552206134465944,0.5280072996088925,0.5097518554076061,0.5012652642275848,0.5059767710390793,0.535430252602669,0.5313293137555103,0.5258288529817693
Pakistan,0.5121096833648912,0.49987257499336446,0.48685843643784354,0.49415107115494805,0.47050956293656987,0.5089412258988739,0.5371709127689485,0.5058322810735704,0.4812669649092384,0.47933622286129823,0.48001670211009795,0.5045325900428194,0.500118061683975,0.5028497877799827
United States of America,0.5519785672103947,0.5434105065283863,0.5328187496610267,0.5366426690413144,0.5180690137709693,0.5473621671298647,0.5692732097120606,0.5506733542905337,0.5608112616918436,0.5750504206801363,0.5785055450817798,0.602541536342757,0.5937427640544363,0.5968397633557687
Ghana,0.5263414640644816,0.5267522543828045,0.5114340451927889,0.5162102709686693,0.49435500830160306,0.5244557433918607,0.5552782975955317,0.5211596386440301,0.49925932047671184,0.49379585523170794,0.48827583152879983,0.5102205778280567,0.5149034655486919,0.5157516967272132
Mauritius,0.5079389639109082,0.490757798426482,0.46891932809820663,0.49023439953006653,0.4676100627273927,0.5048940489427125,0.5345381774870053,0.5036931536260912,0.47855128190403307,0.4818427907730811,0.4805529040133324,0.5090773120504367,0.5030513143442202,0.5063148599761117
Colombia,0.5383489131265927,0.5321395619902366,0.5196217233015243,0.5247585038251764,0.507825542831562,0.5372729172922194,0.5566644305066338,0.5250114294382487,0.5121376808250605,0.511742349622902,0.5163084447027021,0.5412817125375974,0.5316021796275671,0.5344001485457652
Republic of Moldova,0.5632882131494911,0.5591931123730902,0.4774449667467659,0.5009384406678066,0.467678503062572,0.5160581921746001,0.5429677051432549,0.5177033802056819,0.49636399310909624,0.4971391311980347,0.4749221589143054,0.5298998832074056,0.5237198922563229,0.5290053429459342
Lebanon,0.539176642578568,0.5323624649424452,0.5193917689651008,0.5272584438341059,0.5071193632664102,0.5355956156178531,0.5573735454415019,0.5342255528390851,0.5064982723112698,0.5224589556397969,0.5123543920920527,0.5358728246227301,0.5300835013602069,0.5347244098643614
Algeria,0.5335248947850247,0.5280248435364475,0.5223190340029283,0.5193593545922291,0.5040288380551897,0.531284513716603,0.5482601967243182,0.5231952690138263,0.49605562590585595,0.5095534585691809,0.5080265251306846,0.532834218807656,0.5219739069871415,0.5243714458783074
China,0.5418573213232944,0.5307411632192521,0.5203595949571665,0.5251592021511099,0.5042911723771332,0.5381475201273037,0.5613509867658402,0.5455338173265557,0.5241874508341748,0.5293420928109649,0.5312458918198424,0.5525993643508591,0.5450061759689374,0.5491538920048108
Malawi,0.5284860596167501,0.4990212894920855,0.48730069997965797,0.49092685368546884,0.4472163899345813,0.4933306181616847,0.5305681765922778,0.4983716040871347,0.4511257886460052,0.46709929106774456,0.46211156466815806,0.4937479976303262,0.4883824039807276,0.49058825781268095
Senegal,0.515904830240737,0.508525639153751,0.5009859892964146,0.5227686552955834,0.4930166692544346,0.5358366046483706,0.5694631435429772,0.5191822056312598,0.522598356987889,0.5342682924891169,0.5187852638865834,0.5467961813149389,0.5493024682230252,0.5573605717780082
Indonesia,0.5414859919472028,0.5175718138130991,0.5042688272800293,0.5064691501475722,0.4834604311397383,0.5159789717460986,0.5603872046725804,0.5314461670724586,0.5106218187326863,0.502712748293543,0.5055908726679192,0.5266862593095972,0.521039513873019,0.5237009128821838
Australia,0.5717139301492076,0.559241653854856,0.5380151564295435,0.5360162926740588,0.5129331508312426,0.5412424390950192,0.5613443809937942,0.544023073196642,0.5261996427629435,0.5967323168010377,0.5949060867866,0.6008894170462961,0.5902613826265183,0.5936833037179011
Oman,0.5346848334216358,0.5322527066310805,0.5186567508282524,0.5100482860384282,0.5006065029247115,0.5377181862418219,0.5631230599806452,0.5209065975390904,0.49280122080564537,0.5065898875264759,0.4974827692817753,0.5143046936345084,0.5069367085212726,0.5150827567963909
Nepal,0.511208718092412,0.5042556771316953,0.4898622189992032,0.4931410572789923,0.4677334262000809,0.5068095854665569,0.5342606775961172,0.5212530706481117,0.5001772515181797,0.506969888333116,0.5080117356201515,0.5305878206974041,0.5237858913477558,0.5280297042633024
Uruguay,0.5237429646873981,0.49033687971005335,0.48277126942975,0.49006750553439,0.468585860043937,0.5128345957894166,0.5393375245914528,0.509294836635294,0.48541895138075697,0.49748357284499156,0.49842264639089306,0.527881772826139,0.5230385590984854,0.5256934625741451
Japan,0.5356923608710967,0.5237810391662615,0.5146442068992103,0.5186889956627867,0.4993459244004983,0.5326659900077463,0.5559671784758683,0.5310525708084491,0.510715603243785,0.5185150222450974,0.5167344462266473,0.540808465002272,0.5366513231871743,0.5395870045880885
Uganda,0.5415468935642818,0.5300566469677231,0.5203598881657083,0.5112101571575817,0.4860197061158887,0.5288955010965273,0.5481967611721914,0.5241220436018956,0.5057804147245152,0.5138464842597887,0.513335026848645,0.5362988071107351,0.5312515863294329,0.5342292063517743
Peru,0.5172454625649779,0.4871080358383344,0.5412782096071986,0.541468773271811,0.5194607932844925,0.5533053818870052,0.5739688571795629,0.5537391331495335,0.5306467193274919,0.5388761780254697,0.5387594418230448,0.57320050354998,0.5637068976793724,0.5705390404094544
Austria,0.5591000068234254,0.6342456289376206,0.6306802899531988,0.6314414873463811,0.6370934870833475,0.6573653882634362,0.6707973382089134,0.6580022462083938,0.6522258765885838,0.650171008852497,0.64307836634842,0.6608094859457072,0.6508252862215512,0.6565063658342175
Botswana,0.5394624335346601,0.5633213534420451,0.550171340824111,0.5729583827853052,0.5548580575703537,0.587538995038968,0.6094916173012036,0.5965039772882156,0.5671378297090838,0.5591360624732636,0.5624286788733601,0.5849243814900639,0.5794538688786369,0.5809168338312259
Montenegro,0.5206646367122585,0.512264498468593,0.5046736546216336,0.5078919964526467,0.4859481272045155,0.519942658824683,0.5448215044414922,0.5168876931045759,0.4935127281683165,0.5027527673262487,0.5029806411872263,0.5309508337544097,0.5238509518528723,0.5248564379745305
Kenya,0.5510724245895198,0.5388407012266104,0.527829184937219,0.5030824761203342,0.47969976488616667,0.476625656712172,0.5041557358411973,0.47019647618728716,0.4427381885640062,0.458877792204761,0.4583112279796882,0.48770517116075524,0.4818013903850036,0.4852402967142748
Bermuda,0.5355503494248547,0.5244249763540284,0.520310030429301,0.4550779008588681,0.41374513014660336,0.46400523438886104,0.5235188627997645,0.45280292802376887,0.4034275019295147,0.3665486953645817,0.36062149883704125,0.357139876573665,0.3921632426401728,0.3945529882573565
Benin,0.5077287692861102,0.49777219113673943,0.49357477831983465,0.49863821133947483,0.4737757216700293,0.4845778773227814,0.5209949591720114,0.4901694927537895,0.46407817451221084,0.4929661795804409,0.49312067569014595,0.5177020410886037,0.5117834571426534,0.5144156464227786
Serbia,0.5317598759956899,0.534605072592714,0.5221562326912444,0.5218701942012994,0.5055891957036799,0.5408502109548606,0.5674793615551119,0.5414969427363571,0.5214358818957211,0.5217719566878871,0.5033609064456592,0.5321055666905304,0.5231087935825545,0.5260941359705679
Seychelles,0.5543466931356553,0.5422998528189595,0.5320527637673776,0.5349675017698088,0.5148712639130395,0.38441224469699253,0.29402442011495594,0.2678369124595329,0.3538768855401163,0.3987499678535158,0.3946417362824642,0.424470851333105,0.4053001325072771,0.4115386814437278
Viet Nam,0.5360100862223517,0.5272436346805099,0.5175262804494178,0.5121273786291931,0.4862613869209845,0.5185771524716708,0.5597093783563588,0.4846852690775168,0.4777741046447549,0.4846484628753983,0.4845820161225475,0.5083616213833064,0.5059308326453444,0.5086013554192278
Germany,0.5901146412405246,0.5842881668505074,0.5736445870873499,0.5714772001962787,0.5569233039576493,0.5846908745539428,0.6029620412389247,0.6518897122837677,0.6368217454570269,0.6681472420012965,0.6639321247420936,0.6798091041465119,0.6646055784825424,0.6688712508307949
Sudan,0.5390345866438956,0.527252739529814,0.5186804465912234,0.5216659437246407,0.4980990514983225,0.5370252383319325,0.5500477957878936,0.5220422597439212,0.5028717758385517,0.5345474698838034,0.5375105639599852,0.5590521434523296,0.5522151511898241,0.5554375904960307
Qatar,0.5432741606270799,0.46335086190549424,0.47944197774826114,0.4758198596994713,0.44881945867232964,0.4864044007087973,0.5147059238188902,0.48129081270462387,0.4559530201282892,0.45729779491332545,0.4448176747510781,0.45588835294873553,0.4389723193394169,0.44146917552186865
Ethiopia,0.4817947849222539,0.48135655568322766,0.4254857156572663,0.38675903265362493,0.3321020442266821,0.409943913562521,0.4494586326132871,0.4036180343277965,0.39032700721513847,0.42165754971363617,0.4289187341090639,0.4585981230842145,0.45130045247099343,0.4528642343155159
Democratic Republic of the Congo,0.5499529548802762,0.5114739507920449,0.505462415662059,0.5035546290905912,0.46382336019844683,0.5105059306523552,0.5425780684807392,0.5082888838866363,0.48362511795508883,0.4953212227486512,0.47712438162133447,0.5026888812848248,0.4967886453327537,0.4990647899297813
New Zealand,0.5463191858712507,0.534341986097773,0.5233766362427021,0.5275892080214062,0.5058625679701565,0.5405233402998147,0.5650701240487248,0.5780339373612997,0.5479034791959927,0.5676955301056761,0.5654562658584017,0.5915244652142916,0.5776082047216062,0.5803193302964168
South Africa,0.5333903225018479,0.5206440106394782,0.5101227206739224,0.5150796943424846,0.4936023531491397,0.5282871632764987,0.5356436704660321,0.5064111540544021,0.4716014736951027,0.4811760089760988,0.4821645303658694,0.5116457755936703,0.509865871890477,0.50507639719962
