Nation,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Greece,0.5440390193113175,0.5409942451349546,0.5429400179239051,0.543914654836987,0.5274200103586857,0.5585379694810647,0.5815833231835094,0.5630078558889945,0.5374920094258816,0.5450771368606171,0.5321066547567922,0.5704283561794795,0.5603499975817742,0.5624537225174568
"China, Hong Kong Special Administrative Region",0.5873313409262376,0.5800712216341376,0.5653514859403184,0.585555917047735,0.5530447257834683,0.5897796054791251,0.6133924301904697,0.6039702382004865,0.5776778393470332,0.5761853590490993,0.5798236046708152,0.6005866942332788,0.5943156382093258,0.6091564864588893
Ireland,0.6065427565077658,0.5962144829494839,0.5904434102512668,0.5676848400098989,0.5421973624868057,0.584847126955677,0.6072072220559218,0.5760655754307014,0.5577309590895996,0.5978548061507674,0.594253618314981,0.5755899227182695,0.5637180045016441,0.5674518076754924
Georgia,0.6999500100682927,0.61204327544023,0.5956670449574125,0.5927756913876117,0.5584339533943884,0.602925513998167,0.6148976416589425,0.5795463291810004,0.5503667526947257,0.5547980035715735,0.5672428345436804,0.5876356528673411,0.5848157933438685,0.6038584841496686
Lao People's Democratic Republic,0.46478188083614264,0.46570642754821845,0.45814634984690866,0.3879672994941453,0.3587553856330578,0.4074695306077734,0.4484153306108391,0.4313374437863736,0.42321590818220434,0.441917326644768,0.4490430551950529,0.5073592479800603,0.5007470759480483,0.5091559631491321
Iran (Islamic Republic of),0.5672761838744294,0.5686716521295043,0.5534391355351268,0.5524608580357832,0.5386400278402736,0.5890333781168833,0.6115673563509104,0.5923990040355113,0.54738864832974,0.5532907436229383,0.5619041626503912,0.5857195525820943,0.572583568392155,0.5763573355261292
France,0.5849431155988238,0.5724113633485144,0.5617909992563356,0.5617250516017037,0.5432146412991508,0.572768385766813,0.5915442345387059,0.5621922150520913,0.5462073522956639,0.5523466052520198,0.555715724275823,0.6059667332694348,0.5966641358957078,0.5991980571388072
Madagascar,0.5105801255462722,0.519192021482961,0.5090815160090224,0.5149034159191072,0.4960003667786622,0.5238811128123506,0.5461347077652812,0.5083698935770953,0.47652997498474314,0.4916621457270515,0.49242230257847774,0.49767172259128495,0.4961136805007549,0.49914387818348044
Namibia,0.459226110709477,0.4526353703738751,0.4545359137828045,0.4649238385556601,0.4637577838972558,0.505773721832087,0.543100819097033,0.5033261348327631,0.4298363751542389,0.43681607282091534,0.4417687753900221,0.45378816927096316,0.44654795966876626,0.4486217598653161
Belgium,0.5618072274563273,0.5554347123368611,0.5555378521144425,0.5547700882925215,0.5383706353225478,0.565286486838819,0.5868754955928398,0.5642715092059737,0.5442658066319577,0.5497284430776561,0.5530566337833028,0.5713287992413061,0.5727282117726579,0.574807222694148
Cuba,0.5060564212271571,0.6106130018244131,0.5971879351078707,0.6158480733096261,0.6384966700317144,0.6491284873186437,0.6637335722878083,0.6261378796378051,0.6045093526589236,0.6112143733708609,0.5892368898910314,0.5892895136937983,0.5755732666530773,0.5786036632371313
Ukraine,0.5802599527429101,0.5702023413362842,0.5650316117217061,0.5690274820510323,0.5481476159312819,0.5771664248530144,0.5981300532383435,0.5770605444114982,0.5540455809900058,0.5619858034688032,0.5531806075025822,0.5654488766473137,0.5876883689068573,0.5885641175483188
Russian Federation,0.5511083550702169,0.539673802594491,0.5327570189558577,0.5484883772403576,0.5250119464380615,0.5566434054245094,0.5748748882116064,0.5485240972205364,0.5299794827833384,0.5417127148088114,0.5452201751293169,0.5663883181304891,0.5638934669659728,0.5661973149903184
Bulgaria,0.6046012929298814,0.5665227002226915,0.5037986680161038,0.5231905338331984,0.5392523611801409,0.578124493762949,0.6099247061066502,0.591578466604374,0.5648136134335485,0.5654767745259178,0.5622671627426534,0.5549024284207715,0.545133420686286,0.548561641820092
Cameroon,0.5035895962951397,0.493791884661024,0.4312629663203199,0.44156476921065957,0.4256875417243418,0.45603985777870143,0.48249575294047237,0.4543717600676152,0.42946614744267697,0.44221703256791406,0.4455862932339764,0.471398247594887,0.4735136423036957,0.4754222008904946
Cyprus,0.4540748561068263,0.4411309599134902,0.4439872912706216,0.47251638245810684,0.43957667969945885,0.5031244387113099,0.5400801639997995,0.504564874212047,0.4622043795411465,0.48464889132308586,0.448451043638902,0.5363983764651019,0.5340847786841726,0.5364798012101495
Spain,0.5678572889375044,0.5572228795512276,0.5463894439259557,0.548212980749238,0.5285062955796939,0.5623577503888074,0.5757959855884052,0.5505826897815694,0.537990655597326,0.5562076942387878,0.5503533379912562,0.5725527221713304,0.5611097537746119,0.5632989720930875
Bangladesh,0.4737411814879874,0.460494492349209,0.42098227940166066,0.4407755911705639,0.40879971377817775,0.4816959483399352,0.5077111174612468,0.4871798844212907,0.4590807998256395,0.46611616237950326,0.4654744601359272,0.4907983451832639,0.4885717582702961,0.47766238932842786
"China, Macao Special Administrative Region",0.5342030685084055,0.5215937288240184,0.5246522485561115,0.5286299670164301,0.521938759347731,0.5492266465441435,0.5619232009615741,0.5186849066965851,0.5047944911811632,0.5286004411561781,0.5295064113904668,0.5484935584914111,0.5473380249101258,0.5461762978570406
Philippines,0.5336858609783417,0.5184691280040588,0.4825783176177366,0.4909249642546117,0.46010008229793664,0.5035144532034214,0.5278863325208807,0.5007544772327102,0.4778487266717451,0.4872825421312458,0.48974704579762757,0.5242993397795265,0.5163263685101618,0.5192525406670848
Mongolia,0.5228054555533548,0.5132845602426092,0.4991339645037682,0.506592311733027,0.4689542811333015,0.5036314071261201,0.5447871405542328,0.514634741812766,0.4856895670572168,0.49300076947008975,0.49526606078983365,0.5139520805372546,0.5141892361261561,0.5172009642005532
Turkey,0.5357069863437518,0.5279585543304809,0.5198470612809082,0.5194332092639278,0.49949712875314894,0.5361424561666522,0.5596668956382795,0.5331422210251424,0.5150279325253876,0.52262750133588,0.5251585434533136,0.5468853025775263,0.5368017683293265,0.5393375698753651
Norway,0.5885271874694237,0.5676318754282994,0.5550324374699355,0.5530813389422242,0.5307048253011779,0.5587605011283382,0.5818073720494217,0.5674532235333393,0.5722561262462417,0.5713067908293812,0.6127389460613731,0.6469167423315322,0.6346391936872673,0.6380856637830916
Cambodia,0.46311875860979296,0.43092634987472134,0.4195191868627332,0.4178563659422732,0.39221768606035173,0.42698584026202024,0.45977008611760445,0.4271193082776974,0.39299401118180827,0.4185900999609438,0.4220950180150142,0.45422539696516423,0.45250039035316636,0.4688412192449358
Malaysia,0.5440518489312052,0.5101533653452991,0.5065177398712303,0.5187965247422526,0.5604950090653994,0.5974895089825669,0.5736288340064613,0.5534462483212973,0.5369637237823279,0.539831806867095,0.5321151403649419,0.5537920110848772,0.5536924387057685,0.5333431038260987
Republic of Korea,0.5846269766776507,0.5732770935863567,0.5605388865146338,0.5580176268585546,0.5377473075075331,0.5703387866082607,0.5887755919830372,0.5639441715630489,0.5441039158444703,0.5389832982329662,0.54207619857066,0.5646474519584945,0.5580053163494136,0.5609240938360146
Argentina,0.5036014746741639,0.4922198867839044,0.4833918062826819,0.4944672506345023,0.4688886592627277,0.5005999153808717,0.5279746879609594,0.4953520257942721,0.4689454455315747,0.48268587913565236,0.48946351435002056,0.5162869488267436,0.5105138444579483,0.5123400501138066
Mexico,0.5541896557786352,0.5454608007675611,0.5347718902560169,0.5379415260174335,0.517537444150138,0.5498460617610178,0.5718621777808239,0.5529427366047764,0.5389183400244387,0.5400762065101807,0.5390305405884778,0.5579591741558796,0.550611028190416,0.5532950343270276
Saudi Arabia,0.5446768299413336,0.5231174283387237,0.5103178940228813,0.5153138326094034,0.5231765522001128,0.5476840480762117,0.5660794765410216,0.5476594900817208,0.5324718852717124,0.5193966302505227,0.5234205458319353,0.5454807340688271,0.5415533115311808,0.5436807411679041
Israel,0.5588408957797059,0.5497750406343936,0.5358451386889117,0.5422718115823886,0.5247535029323527,0.5517978227063384,0.5796245976271538,0.5550264327800104,0.5326871083870087,0.5377872724515583,0.5367951430254486,0.5586044750637422,0.5509436140717507,0.5532688840591293
Thailand,0.5426526273496887,0.5327123384005393,0.5190103171119438,0.5222121176785655,0.4954931896558905,0.5307779142839416,0.5523964383323143,0.5232980707993591,0.49894686141481476,0.5050524334729735,0.5065820885566126,0.5302909114090214,0.5226717850336824,0.5247392099403982
Chile,0.5420102448965741,0.5367770312211402,0.5184872324603303,0.5226063251567724,0.5070704462122416,0.5352598966579463,0.558798269490793,0.5361672382749274,0.5172738921074015,0.5251909249713154,0.5312654097793261,0.5548431253653308,0.5580435897989857,0.5607582841827975
Morocco,0.5283613862460946,0.5292032525948879,0.5386545748255982,0.5435538318853106,0.522221398579949,0.5560432649377544,0.5774116067359191,0.5547208885501101,0.5366294381396103,0.517554189699806,0.5222947578770067,0.5137136210348592,0.5104284596829816,0.513573899902762
Mozambique,0.5094340636085739,0.4908663630093851,0.49070814313352357,0.48983019773028796,0.4723039467419293,0.5045832180351449,0.5232111599406385,0.49702919688351455,0.4772427999054864,0.499843072200884,0.509605522851184,0.5289301311487206,0.5396728932583266,0.5418730161608253
Netherlands,0.5898912291493157,0.5815843958268885,0.5676955612707557,0.5702515638947522,0.5437067222811992,0.5743879805849594,0.5882967728248605,0.5681628170272579,0.5468535047729101,0.571888814839302,0.5819700508949478,0.6056471337815844,0.5979565295474613,0.6014006164001799
Azerbaijan,0.5103063032771407,0.49788280336431806,0.48430940635747094,0.4909501557842504,0.4653138930108009,0.5017428022093453,0.5254616903259494,0.49595172904011275,0.4679437946695718,0.493715361203622,0.49597408621302547,0.5201260797160381,0.4905394286969158,0.4982452742051057
Croatia,0.5239394098252074,0.5221695345768332,0.5218212846257778,0.525124021733834,0.48941360128155265,0.5293091018977069,0.5614828075330166,0.5351733982813748,0.5102127336833008,0.5173177406208549,0.5194247545954039,0.5456302967751485,0.5376587708180561,0.5401620803230208
Niger,0.477676983285235,0.45211049130274306,0.45421722200997205,0.47894133669064504,0.41763340212355815,0.4628990800553973,0.4824149238193263,0.44030570711778766,0.40081128771491425,0.39749797601992615,0.4127984224225461,0.4381621784285019,0.42006197691574415,0.4223792145430752
India,0.507732217778297,0.49450961535246024,0.48208771754304847,0.4978361682410297,0.4744951749453524,0.5145594698096809,0.5433089931584595,0.52461142926893,0.5021278442076232,0.5061756389290978,0.5155488545836062,0.5377188331573454,0.530380812934898,0.532802625975006
Finland,0.5807359351237212,0.5701725609909588,0.5555865347920462,0.5697822405044776,0.5603956792288188,0.5869590135514404,0.6074676650448636,0.592606673739389,0.5743099701252653,0.579646916158185,0.5833653775498855,0.5953130733636688,0.5894664891912061,0.5917472780987213
Uzbekistan,0.5137731051925708,0.5072821831630415,0.4885648664399421,0.5017572348541594,0.47725497284759044,0.5138368183104457,0.5376340845077354,0.5043928526892606,0.4777505199338368,0.48708004279706596,0.5022913946709059,0.5229983243011593,0.526322001484622,0.5352516884129944
Jordan,0.5583737540963548,0.5566397123349419,0.546248005853064,0.5485620461167893,0.5282773330944847,0.5582257499053035,0.5770907256247307,0.5537657965511813,0.535606857757556,0.5449446355983285,0.5360081459078073,0.5514064891154209,0.5404373110467776,0.5435294149393277
Egypt,0.5461871131785213,0.5348600820131714,0.5205910913232834,0.5251017671290982,0.507022813820894,0.5355247542574406,0.5580858217241098,0.5342412474365099,0.5152393685014587,0.5210132640166254,0.5033020892984216,0.5251101748149171,0.521072464779144,0.5234119143517314
Luxembourg,0.3762808665118857,0.36222597639296844,0.38106822415167607,0.4000693302020134,0.44290752422376073,0.4852302532209069,0.5358628328967442,0.48873801382028936,0.4327506496886776,0.43537697886989096,0.43379924942421644,0.46816856403383367,0.5242418506628301,0.5269171484959659
Palestine,0.5431532262455441,0.5234476359965041,0.5105776370652819,0.5130727892190875,0.4856059246722943,0.5183753405455541,0.5423097744999124,0.5067169680488627,0.47331741565679,0.48378761886315946,0.482398485648629,0.5090560651610212,0.504838082144381,0.4998060148900468
Belarus,0.5484214542362517,0.5388296465595901,0.5267704618155801,0.547651730207141,0.534930204914478,0.5649142282707798,0.5807182298570063,0.5563318083352541,0.5344458285084224,0.5591349176354264,0.5571727635372985,0.582891756158593,0.5711194811155188,0.5737254628667356
Tunisia,0.5327026034414567,0.5202296948368197,0.5073790115581684,0.5121123579081671,0.48624881246846485,0.5222517672869463,0.5843913050955877,0.5500494263526101,0.5247840570740407,0.5184427825814163,0.5127967846578255,0.5351049650175048,0.5231305695345231,0.524559689385502
Burkina Faso,0.48733636155252613,0.45570263742758255,0.4167940024578872,0.42300415996774904,0.3813784741499489,0.43190234332697064,0.45494959596889684,0.4235981185250353,0.36937027134318734,0.39358571630485034,0.41641620941853275,0.4513479077249898,0.4775870074196839,0.479744080131205
Armenia,0.5555967473199688,0.544864922957768,0.5201251875661409,0.5297648370276713,0.4992664062183822,0.5331559071613436,0.552206134465944,0.5280072996088925,0.5097518554076063,0.5012652642275848,0.5059767710390795,0.535430252602669,0.5313293137555102,0.5251648135042062
Pakistan,0.5121096833648912,0.4998725749933644,0.4868584364378436,0.49415107115494816,0.4705095629365699,0.5089412258988739,0.5371709127689486,0.5058322810735704,0.4812669649092384,0.4793362228612983,0.4800167021100979,0.5045325900428194,0.5001180616839751,0.502427255478554
United States of America,0.5519785672103948,0.5434105065283863,0.5328187496610266,0.5366426690413145,0.5180690137709694,0.5473621671298647,0.5692732097120606,0.5506733542905337,0.5608112616918436,0.5750504206801365,0.5785055450817799,0.602541536342757,0.5937427640544363,0.596160121086194
Ghana,0.5263414640644816,0.5267522543828044,0.511434045192789,0.5162102709686693,0.494355008301603,0.5244557433918609,0.5552782975955316,0.5211596386440301,0.49925932047671184,0.49379585523170794,0.4882758315287998,0.5102205778280567,0.514903465548692,0.5152506533587767
Mauritius,0.5079389639109082,0.49075779842648204,0.4689193280982067,0.4902343995300665,0.4676100627273928,0.5048940489427124,0.534538177487005,0.5036931536260912,0.47855128190403307,0.4818427907730811,0.4805529040133324,0.5090773120504366,0.5030513143442202,0.5057219389657276
Colombia,0.5383489131265927,0.5321395619902365,0.5196217233015243,0.5247585038251763,0.507825542831562,0.5372729172922194,0.5566644305066338,0.5250114294382487,0.5121376808250605,0.5117423496229019,0.5163084447027021,0.5412817125375975,0.5316021796275671,0.533862390217292
Republic of Moldova,0.5632882131494912,0.5591931123730902,0.47744496674676595,0.5009384406678066,0.467678503062572,0.5160581921746001,0.5429677051432549,0.5177033802056819,0.49636399310909624,0.49713913119803477,0.47492215891430534,0.5298998832074057,0.5237198922563228,0.5284698584392954
Lebanon,0.539176642578568,0.5323624649424451,0.5193917689651006,0.5272584438341059,0.50711936326641,0.5355956156178531,0.5573735454415019,0.5342255528390851,0.5064982723112698,0.5224589556397969,0.5123543920920528,0.5358728246227301,0.5300835013602069,0.534127789513903
Algeria,0.5335248947850247,0.5280248435364475,0.5223190340029283,0.5193593545922291,0.5040288380551897,0.531284513716603,0.5482601967243184,0.5231952690138263,0.496055625905856,0.509553458569181,0.5080265251306846,0.532834218807656,0.5219739069871415,0.5239505070571502
China,0.5418573213232944,0.530741163219252,0.5203595949571667,0.5251592021511099,0.5042911723771332,0.5381475201273036,0.5613509867658403,0.5455338173265558,0.524187450834175,0.5293420928109648,0.5312458918198425,0.5525993643508591,0.5450061759689375,0.5486465927463834
Malawi,0.5284860596167501,0.4990212894920855,0.48730069997965797,0.49092685368546873,0.4472163899345813,0.49333061816168466,0.5305681765922777,0.4983716040871347,0.45112578864600517,0.4670992910677446,0.46211156466815795,0.4937479976303262,0.48838240398072763,0.4900739006541192
Senegal,0.515904830240737,0.5085256391537509,0.5009859892964146,0.5227686552955834,0.4930166692544346,0.5358366046483706,0.5694631435429772,0.5191822056312598,0.5225983569878891,0.5342682924891169,0.5187852638865835,0.5467961813149389,0.5493024682230251,0.5569381209820259
Indonesia,0.5414859919472028,0.5175718138130991,0.5042688272800293,0.5064691501475722,0.4834604311397383,0.5159789717460986,0.5603872046725805,0.5314461670724587,0.5106218187326863,0.502712748293543,0.5055908726679192,0.5266862593095971,0.5210395138730191,0.5231920389457829
Australia,0.5717139301492077,0.559241653854856,0.5380151564295435,0.5360162926740589,0.5129331508312426,0.5412424390950193,0.5613443809937942,0.544023073196642,0.5261996427629435,0.5967323168010378,0.5949060867865998,0.6008894170462961,0.5902613826265183,0.593029255614788
Oman,0.5346848334216358,0.5322527066310806,0.5186567508282525,0.5100482860384282,0.5006065029247115,0.5377181862418219,0.5631230599806453,0.5209065975390904,0.4928012208056453,0.5065898875264759,0.4974827692817753,0.5143046936345084,0.5069367085212726,0.514682335468192
Nepal,0.511208718092412,0.5042556771316953,0.4898622189992031,0.4931410572789923,0.46773342620008096,0.5068095854665569,0.5342606775961171,0.5212530706481115,0.5001772515181796,0.506969888333116,0.5080117356201515,0.5305878206974041,0.5237858913477558,0.5274308507311914
Uruguay,0.5237429646873982,0.4903368797100533,0.48277126942974996,0.49006750553439,0.46858586004393704,0.5128345957894166,0.5393375245914527,0.509294836635294,0.485418951380757,0.4974835728449915,0.498422646390893,0.5278817728261391,0.5230385590984855,0.525176696756582
Japan,0.5356923608710967,0.5237810391662615,0.5146442068992103,0.5186889956627867,0.49934592440049824,0.5326659900077463,0.5559671784758682,0.5310525708084491,0.510715603243785,0.5185150222450974,0.5167344462266473,0.5408084650022721,0.5366513231871743,0.5390074005242368
Uganda,0.5415468935642818,0.5300566469677231,0.5203598881657082,0.5112101571575818,0.4860197061158887,0.5288955010965273,0.5481967611721914,0.5241220436018956,0.5057804147245153,0.5138464842597887,0.513335026848645,0.5362988071107352,0.5312515863294329,0.5335063207463724
Peru,0.5172454625649779,0.48710803583833456,0.5412782096071986,0.541468773271811,0.5194607932844925,0.5533053818870053,0.5739688571795628,0.5537391331495335,0.530646719327492,0.5388761780254696,0.5387594418230449,0.5732005035499799,0.5637068976793723,0.5697727393484154
Austria,0.5591000068234254,0.6342456289376207,0.6306802899531988,0.631441487346381,0.6370934870833475,0.6573653882634362,0.6707973382089134,0.6580022462083938,0.6522258765885838,0.650171008852497,0.64307836634842,0.6608094859457072,0.6508252862215512,0.6563118758308478
Botswana,0.5394624335346601,0.5633213534420453,0.550171340824111,0.5729583827853051,0.5548580575703537,0.587538995038968,0.6094916173012036,0.5965039772882156,0.5671378297090838,0.5591360624732638,0.5624286788733601,0.584924381490064,0.5794538688786369,0.5808946244827495
Montenegro,0.5206646367122585,0.512264498468593,0.5046736546216336,0.5078919964526467,0.4859481272045156,0.5199426588246832,0.5448215044414922,0.5168876931045759,0.49351272816831643,0.5027527673262487,0.5029806411872263,0.5309508337544098,0.5238509518528723,0.5244854065403778
Kenya,0.5510724245895198,0.5388407012266104,0.527829184937219,0.5030824761203343,0.47969976488616667,0.476625656712172,0.5041557358411973,0.4701964761872871,0.44273818856400626,0.458877792204761,0.45831122797968815,0.48770517116075524,0.48180139038500364,0.48473050997131495
Bermuda,0.5355503494248548,0.5244249763540285,0.520310030429301,0.4550779008588681,0.4137451301466033,0.46400523438886104,0.5235188627997645,0.45280292802376887,0.40342750192951476,0.36654869536458173,0.36062149883704125,0.35713987657366497,0.3921632426401728,0.3940685755989668
Benin,0.5077287692861102,0.49777219113673954,0.4935747783198347,0.49863821133947483,0.47377572167002935,0.48457787732278146,0.5209949591720116,0.4901694927537895,0.46407817451221095,0.4929661795804409,0.49312067569014595,0.5177020410886037,0.5117834571426533,0.5137254615765285
Serbia,0.5317598759956899,0.534605072592714,0.5221562326912446,0.5218701942012994,0.50558919570368,0.5408502109548606,0.567479361555112,0.5414969427363571,0.5214358818957211,0.5217719566878871,0.5033609064456592,0.5321055666905304,0.5231087935825545,0.5254617075673206
Seychelles,0.5543466931356553,0.5422998528189595,0.5320527637673778,0.5349675017698089,0.5148712639130395,0.3844122446969925,0.294024420114956,0.2678369124595329,0.3538768855401163,0.39874996785351585,0.39464173628246413,0.424470851333105,0.4053001325072771,0.41103401528077804
Viet Nam,0.5360100862223517,0.5272436346805098,0.5175262804494178,0.5121273786291931,0.4862613869209845,0.5185771524716709,0.5597093783563588,0.48468526907751674,0.4777741046447549,0.4846484628753983,0.4845820161225475,0.5083616213833064,0.5059308326453444,0.5079919138088448
Germany,0.5901146412405246,0.5842881668505074,0.5736445870873499,0.5714772001962787,0.5569233039576493,0.5846908745539426,0.6029620412389246,0.6518897122837676,0.6368217454570269,0.6681472420012965,0.6639321247420937,0.6798091041465119,0.6646055784825424,0.6684278990943117
Sudan,0.5390345866438955,0.5272527395298139,0.5186804465912234,0.5216659437246407,0.49809905149832245,0.5370252383319326,0.5500477957878936,0.5220422597439212,0.5028717758385517,0.5345474698838035,0.5375105639599851,0.5590521434523296,0.5522151511898241,0.5549049563975716
Qatar,0.5432741606270799,0.4633508619054942,0.4794419777482612,0.47581985969947144,0.4488194586723296,0.48640440070879726,0.5147059238188902,0.4812908127046239,0.4559530201282892,0.45729779491332545,0.4448176747510781,0.45588835294873553,0.4389723193394169,0.4411016592053663
Ethiopia,0.4817947849222539,0.48135655568322766,0.4254857156572663,0.386759032653625,0.33210204422668216,0.40994391356252097,0.44945863261328717,0.4036180343277965,0.3903270072151385,0.4216575497136362,0.4289187341090639,0.4585981230842145,0.45130045247099343,0.45278247291796603
Democratic Republic of the Congo,0.5499529548802763,0.5114739507920448,0.505462415662059,0.5035546290905912,0.4638233601984468,0.5105059306523552,0.5425780684807392,0.5082888838866364,0.48362511795508883,0.49532122274865115,0.4771243816213344,0.5026888812848248,0.49678864533275363,0.49840454528191636
New Zealand,0.5463191858712507,0.534341986097773,0.5233766362427021,0.5275892080214062,0.5058625679701564,0.5405233402998146,0.5650701240487247,0.5780339373612998,0.5479034791959927,0.567695530105676,0.5654562658584017,0.5915244652142915,0.5776082047216063,0.5796239933893496
South Africa,0.5333903225018479,0.5206440106394782,0.5101227206739224,0.5150796943424846,0.49360235314913964,0.5282871632764987,0.5356436704660321,0.5064111540544021,0.4716014736951027,0.48117600897609875,0.4821645303658694,0.5116457755936703,0.5098658718904769,0.5046493181005303
